"Deine Klassenstufe/Lehrer","In welche Shops/Läden würdest du vorzugsweise gehen? ","Was würdest du in einem Fast Food-Restaurant bestellen","Was würdest du beim Bäcker bestellen?","Was würdest du im Kasino vorzugsweise spielen?","Was würdest du dir in einem Fanartikel-Shop kaufen?","Was würdest du dir in einem Sportladen kaufen?","Was ist deine Lieblingsfarbe?","Was würdest du eher in einem Webshop herunterladen?","Timestamp","Zuletzt aktualisiert","Erstellt von","Aktualisiert von","Entwurf","IP-Adresse","ID","Schlüssel"
"9-10","Supermarkt","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 06:58:00","2019-05-14 06:58:00","","","0","","1263","87pd9"
"11","Supermarkt","Veganer Salat","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 06:58:13","2019-05-14 06:58:13","","","0","","1264","zafcr"
"11","Supermarkt","Dinokeule (Chicken Nuggets)","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 06:58:35","2019-05-14 06:58:35","","","0","","1265","rd5st"
"9-10","Bäcker, Kasino, Sportladen, Supermarkt","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 06:58:35","2019-05-14 06:58:35","","","0","","1266","sq0a7"
"11","Supermarkt","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 06:58:43","2019-05-14 06:58:43","","","0","","1267","2jzep"
"9-10","Fast Food-Restaurant, Bäcker, Fanartikel-Shop, Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-14 06:59:29","2019-05-14 06:59:29","","","0","","1268","pprph"
"11","Fast Food-Restaurant, Sportladen","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:00:03","2019-05-14 07:00:03","","","0","","1269","4zl11"
"11","Supermarkt, Webshop","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 07:00:12","2019-05-14 07:00:12","","","0","","1270","rcfgc"
"11","Supermarkt, Webshop","Dinokeule (Chicken Nuggets)","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-14 07:00:37","2019-05-14 07:00:37","","","0","","1271","ymvzi"
"11","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 07:01:02","2019-05-14 07:01:02","","","0","","1272","h0s0l"
"11","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:01:09","2019-05-14 07:01:09","","","0","","1273","df1r"
"9-10","Fast Food-Restaurant","Burger","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-14 07:01:19","2019-05-14 07:01:19","","","0","","1274","cpd33"
"11","Fanartikel-Shop","Veganer Salat","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-14 07:01:29","2019-05-14 07:01:29","","","0","","1275","v7ewx"
"11","Fast Food-Restaurant, Bäcker","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","PNG (Ein Bild)","2019-05-14 07:03:13","2019-05-14 07:03:13","","","0","","1276","8ij5q"
"11","Fast Food-Restaurant, Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Rot","MP3 (Einen Song)","2019-05-14 07:03:30","2019-05-14 07:03:30","","","0","","1277","z3inz"
"9-10","Bäcker, Fanartikel-Shop, Supermarkt, Webshop","Veganer Salat","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-14 07:06:20","2019-05-14 07:06:20","","","0","","1278","ch2m"
"11","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 07:08:50","2019-05-14 07:08:50","","","0","","1279","23qji"
"11","Fast Food-Restaurant, Supermarkt, Webshop","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-14 07:09:10","2019-05-14 07:09:10","","","0","","1280","vsie3"
"11","Fanartikel-Shop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-14 07:10:20","2019-05-14 07:10:20","","","0","","1281","fikqq"
"11","Bäcker","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:10:26","2019-05-14 07:10:26","","","0","","1282","oukxi"
"11","Bäcker, Supermarkt, Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-14 07:10:35","2019-05-14 07:10:35","","","0","","1283","u117q"
"Lehrer","Fanartikel-Shop","Fleischklopsbrötchen (Boulette/Frikadelle)","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Grün","PNG (Ein Bild)","2019-05-14 07:11:00","2019-05-14 07:11:00","","","0","","1284","i28ej"
"11","Fast Food-Restaurant, Sportladen","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 07:11:40","2019-05-14 07:11:40","","","0","","1285","woi4e"
"11","Fast Food-Restaurant, Bäcker","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 07:12:45","2019-05-14 07:12:45","","","0","","1286","vkoj0"
"11","Fast Food-Restaurant","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:13:47","2019-05-14 07:13:47","","","0","","1287","wp23w"
"11","Bäcker, Kasino","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-14 07:15:17","2019-05-14 07:15:17","","","0","","1288","zu5dt"
"Lehrer","Supermarkt","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-14 07:15:37","2019-05-14 07:15:37","","","0","","1289","peh0b"
"9-10","Fast Food-Restaurant, Sportladen, Webshop","Pommes","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-14 07:17:32","2019-05-14 07:17:32","","","0","","1290","kvwsi"
"9-10","Bäcker, Supermarkt","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:17:46","2019-05-14 07:17:46","","","0","","1291","w0z9n"
"9-10","Supermarkt","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 07:18:02","2019-05-14 07:18:02","","","0","","1292","zr7ln"
"9-10","Fast Food-Restaurant, Sportladen","Currywurst","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:18:19","2019-05-14 07:18:19","","","0","","1293","6wt7t"
"9-10","Fast Food-Restaurant","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:18:34","2019-05-14 07:18:34","","","0","","1294","ddcud"
"9-10","Bäcker","Currywurst","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-14 07:18:35","2019-05-14 07:18:35","","","0","","1295","wtm61"
"9-10","Fast Food-Restaurant, Fanartikel-Shop, Sportladen","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 07:18:49","2019-05-14 07:18:49","","","0","","1296","umsbc"
"9-10","Fast Food-Restaurant","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-14 07:19:15","2019-05-14 07:19:15","","","0","","1297","3e61n"
"9-10","Sportladen","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 07:19:35","2019-05-14 07:19:35","","","0","","1298","pivei"
"9-10","Fanartikel-Shop","Burger","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 07:19:45","2019-05-14 07:19:45","","","0","","1299","o6ryt"
"9-10","Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:20:12","2019-05-14 07:20:12","","","0","","1300","zjctc"
"9-10","Fast Food-Restaurant, Kasino","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-14 07:20:55","2019-05-14 07:20:55","","","0","","1301","mgze6"
"9-10","Fast Food-Restaurant, Sportladen","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 07:20:56","2019-05-14 07:20:56","","","0","","1302","ffwa1"
"9-10","Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 07:21:56","2019-05-14 07:21:56","","","0","","1303","1qngu"
"9-10","Sportladen, Supermarkt, Webshop","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 07:48:15","2019-05-14 07:48:15","","","0","","1304","mkvel"
"9-10","Bäcker, Fanartikel-Shop","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-14 07:48:33","2019-05-14 07:48:33","","","0","","1305","r97ld"
"9-10","Fast Food-Restaurant, Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:48:37","2019-05-14 07:48:37","","","0","","1306","byqa0"
"9-10","Bäcker, Supermarkt, Webshop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 07:48:40","2019-05-14 07:48:40","","","0","","1307","2mqvb"
"9-10","Fanartikel-Shop, Supermarkt","Veganer Salat","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-14 07:49:06","2019-05-14 07:49:06","","","0","","1308","i8tgk"
"9-10","Bäcker, Supermarkt, Webshop","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","PNG (Ein Bild)","2019-05-14 07:49:14","2019-05-14 07:49:14","","","0","","1309","o8xu0"
"9-10","Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-14 07:49:24","2019-05-14 07:49:24","","","0","","1310","sxerr"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Pommes","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-14 07:49:25","2019-05-14 07:49:25","","","0","","1311","bkkrb"
"9-10","Fast Food-Restaurant, Bäcker, Supermarkt","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 07:50:05","2019-05-14 07:50:05","","","0","","1312","j80kp"
"9-10","Supermarkt","Dinokeule (Chicken Nuggets)","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 07:50:19","2019-05-14 07:50:19","","","0","","1313","i8z5u"
"9-10","Bäcker, Sportladen, Supermarkt","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 07:50:24","2019-05-14 07:50:24","","","0","","1314","rfkvb"
"9-10","Fast Food-Restaurant, Sportladen, Supermarkt, Webshop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-14 07:50:31","2019-05-14 07:50:31","","","0","","1315","3ty8r"
"9-10","Fast Food-Restaurant","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-14 07:50:52","2019-05-14 07:50:52","","","0","","1316","32jkt"
"9-10","Supermarkt","Veganer Salat","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:51:02","2019-05-14 07:51:02","","","0","","1317","dndgh"
"9-10","Bäcker","Veganer Salat","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:51:02","2019-05-14 07:51:02","","","0","","1318","29gm3"
"9-10","Supermarkt","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 07:51:43","2019-05-14 07:51:43","","","0","","1319","v5zxl"
"9-10","Fast Food-Restaurant, Webshop","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 07:52:00","2019-05-14 07:52:00","","","0","","1320","q56f3"
"9-10","Fast Food-Restaurant, Kasino, Sportladen, Webshop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 07:52:09","2019-05-14 07:52:09","","","0","","1321","6xnj8"
"9-10","Fast Food-Restaurant, Bäcker, Fanartikel-Shop, Supermarkt, Webshop","Veganer Salat","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Schwarz","PNG (Ein Bild)","2019-05-14 07:52:59","2019-05-14 07:52:59","","","0","","1322","jrhac"
"11","Kasino, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-14 07:53:10","2019-05-14 07:53:10","","","0","","1323","o3xab"
"9-10","Bäcker","Veganer Salat","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 07:53:21","2019-05-14 07:53:21","","","0","","1324","xxeza"
"11","Bäcker, Fanartikel-Shop, Webshop","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Rot","MP3 (Einen Song)","2019-05-14 07:53:37","2019-05-14 07:53:37","","","0","","1325","grlif"
"11","Bäcker, Sportladen, Webshop","Currywurst","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 07:54:07","2019-05-14 07:54:07","","","0","","1326","n0hpf"
"7-8","Bäcker, Supermarkt","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Blau","PNG (Ein Bild)","2019-05-14 09:37:10","2019-05-14 09:37:10","","","0","","1327","n3a9k"
"7-8","Fanartikel-Shop","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:37:22","2019-05-14 09:37:22","","","0","","1328","b1vkr"
"7-8","Bäcker, Supermarkt","Pommes","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 09:37:49","2019-05-14 09:37:49","","","0","","1329","ykxc4"
"7-8","Bäcker, Kasino, Supermarkt, Webshop","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-14 09:38:09","2019-05-14 09:38:09","","","0","","1330","jlg8t"
"7-8","Fast Food-Restaurant, Kasino","Pommes","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 09:38:37","2019-05-14 09:38:37","","","0","","1331","5cqju"
"Lehrer","Kasino, Sportladen, Supermarkt","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 09:38:56","2019-05-14 09:38:56","","","0","","1332","j51p7"
"7-8","Bäcker, Sportladen, Supermarkt","Pommes","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:39:03","2019-05-14 09:39:03","","","0","","1333","9sbxr"
"7-8","Fanartikel-Shop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-14 09:39:05","2019-05-14 09:39:05","","","0","","1334","x665m"
"7-8","Sportladen","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:39:20","2019-05-14 09:39:20","","","0","","1335","yasmw"
"7-8","Sportladen, Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:39:20","2019-05-14 09:39:20","","","0","","1336","x3hf0"
"7-8","Bäcker","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-14 09:39:23","2019-05-14 09:39:23","","","0","","1337","33of3"
"7-8","Bäcker, Supermarkt","Currywurst","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-14 09:40:09","2019-05-14 09:40:09","","","0","","1338","4m316"
"7-8","Bäcker, Supermarkt, Webshop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 09:40:12","2019-05-14 09:40:12","","","0","","1339","32alg"
"7-8","Fanartikel-Shop","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-14 09:40:16","2019-05-14 09:40:16","","","0","","1340","eiv7u"
"7-8","Sportladen, Supermarkt, Webshop","Burger","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 09:40:28","2019-05-14 09:40:28","","","0","","1341","e0799"
"7-8","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Pommes","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-14 09:40:29","2019-05-14 09:40:29","","","0","","1342","vkoyi"
"7-8","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Currywurst","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Gelb","MP3 (Einen Song)","2019-05-14 09:40:39","2019-05-14 09:40:39","","","0","","1343","dpsfd"
"7-8","Fast Food-Restaurant, Bäcker, Supermarkt","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 09:41:06","2019-05-14 09:41:06","","","0","","1344","kcnjy"
"7-8","Fast Food-Restaurant, Bäcker","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 09:41:07","2019-05-14 09:41:07","","","0","","1345","fiszi"
"7-8","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:41:34","2019-05-14 09:41:34","","","0","","1346","pyvr1"
"7-8","Supermarkt","Veganer Salat","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","PNG (Ein Bild)","2019-05-14 09:42:01","2019-05-14 09:42:01","","","0","","1347","xfiwd"
"7-8","Bäcker, Fanartikel-Shop","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 09:43:38","2019-05-14 09:43:38","","","0","","1348","rwr2i"
"7-8","Bäcker, Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:49:28","2019-05-14 09:49:28","","","0","","1349","r8h9d"
"7-8","Fast Food-Restaurant","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-14 09:49:32","2019-05-14 09:49:32","","","0","","1350","z81zy"
"7-8","Fanartikel-Shop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-14 09:50:22","2019-05-14 09:50:22","","","0","","1351","29v0s"
"7-8","Fast Food-Restaurant","Pommes","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-14 09:50:37","2019-05-14 09:50:37","","","0","","1352","u00mn"
"7-8","Sportladen","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:50:44","2019-05-14 09:50:44","","","0","","1353","o7oni"
"7-8","Fast Food-Restaurant, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:50:48","2019-05-14 09:50:48","","","0","","1354","5anov"
"7-8","Kasino, Fanartikel-Shop, Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-14 09:50:59","2019-05-14 09:50:59","","","0","","1355","cyf6h"
"7-8","Webshop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-14 09:51:05","2019-05-14 09:51:05","","","0","","1356","9ugv5"
"7-8","Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-14 09:51:14","2019-05-14 09:51:14","","","0","","1357","tvw3z"
"7-8","Fast Food-Restaurant, Bäcker, Fanartikel-Shop, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:51:14","2019-05-14 09:51:14","","","0","","1358","m6rs"
"7-8","Supermarkt","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 09:52:25","2019-05-14 09:52:25","","","0","","1359","bxwd4"
"7-8","Bäcker, Fanartikel-Shop, Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-14 09:53:03","2019-05-14 09:53:03","","","0","","1360","ibm4h"
"7-8","Supermarkt, Webshop","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 09:53:15","2019-05-14 09:53:15","","","0","","1361","e63n6"
"7-8","Sportladen","Dinokeule (Chicken Nuggets)","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-14 09:53:23","2019-05-14 09:53:23","","","0","","1362","8pki7"
"7-8","Webshop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 09:53:28","2019-05-14 09:53:28","","","0","","1363","m28g1"
"5-6","Fast Food-Restaurant","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Rot","MP3 (Einen Song)","2019-05-17 09:33:36","2019-05-17 09:33:36","","","0","","1364","dg2ev"
"Lehrer","Supermarkt","Pommes","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","PNG (Ein Bild)","2019-05-22 17:04:55","2019-05-22 17:04:55","","","0","","1365","804yq"
